Actual_jobs,City,State
0,Center,Nebraska
1,Harrisburg,Nebraska
0,South Bend,Nebraska
0,Bow Valley,Nebraska
0,Fort Calhoun,Nebraska
0,Platte Center,Nebraska
5,Papillion,Nebraska
46,Pawnee City,Nebraska
12,Chappell,Nebraska
4,Spencer,Nebraska
2,Hordville,Nebraska
0,Hastings,Nebraska
0,McLean,Nebraska
7,Rushville,Nebraska
0,Crofton,Nebraska
0,Comstock,Nebraska
70,South Sioux City,Nebraska
1,Bloomfield,Nebraska
0,Bancroft,Nebraska
0,Shubert,Nebraska
10,Harrison,Nebraska
22,Campbell,Nebraska
0,Laurel,Nebraska
0,Ithaca,Nebraska
0,Brule,Nebraska
8,Gretna,Nebraska
1,Denton,Nebraska
2,Deshler,Nebraska
0,Lodgepole,Nebraska
6,Royal,Nebraska
0,Sholes,Nebraska
0,Clay Center,Nebraska
0,Wynot,Nebraska
0,Dixon,Nebraska
0,Cortland,Nebraska
0,Minatare,Nebraska
8,Oakdale,Nebraska
0,Gering,Nebraska
0,Fremont,Nebraska
0,Virginia,Nebraska
2,Roseland,Nebraska
107,Newcastle,Nebraska
7,Arapahoe,Nebraska
0,Lincoln,Nebraska
0,Adams,Nebraska
0,Howells,Nebraska
16,Rockville,Nebraska
11,Arthur,Nebraska
0,Pender,Nebraska
9,Plainview,Nebraska
0,Martin,Nebraska
0,Wann,Nebraska
1,Kearney,Nebraska
5,Page,Nebraska
9,Creighton,Nebraska
5,Madrid,Nebraska
11,Lebanon,Nebraska
0,Tarnov,Nebraska
0,Blue Hill,Nebraska
0,Indianola,Nebraska
1,Gross,Nebraska
1,Dunbar,Nebraska
0,Polk,Nebraska
6,Wausa,Nebraska
12,Cody,Nebraska
0,Saronville,Nebraska
0,Keystone,Nebraska
0,Sarben,Nebraska
0,Murdock,Nebraska
7,Republican City,Nebraska
0,Steinauer,Nebraska
0,Columbus,Nebraska
5,Champion,Nebraska
0,Trenton,Nebraska
0,Overland,Nebraska
1,Odessa,Nebraska
1,Macy,Nebraska
0,Burr,Nebraska
2,Pickrell,Nebraska
1,Wood River,Nebraska
25,Decatur,Nebraska
0,Glenvil,Nebraska
3,Johnstown,Nebraska
0,Genoa,Nebraska
3,Palisade,Nebraska
0,Barada,Nebraska
0,Holdrege,Nebraska
0,Union,Nebraska
0,Melbeta,Nebraska
4,Stuart,Nebraska
4,Kilgore,Nebraska
0,Dwight,Nebraska
1,Cambridge,Nebraska
1,Clinton,Nebraska
1,La Vista,Nebraska
0,Maxwell,Nebraska
1,Gresham,Nebraska
1,Schuyler,Nebraska
0,Osmond,Nebraska
5,Eustis,Nebraska
10,Burton,Nebraska
9,Upland,Nebraska
0,Blue Springs,Nebraska
0,Lemoyne,Nebraska
1,Shickley,Nebraska
0,Waco,Nebraska
0,Ponca,Nebraska
0,Snyder,Nebraska
0,Long Pine,Nebraska
8,Imperial,Nebraska
4,Atkinson,Nebraska
9,Tryon,Nebraska
5,Bloomington,Nebraska
0,Valley,Nebraska
10,Ewing,Nebraska
0,Danbury,Nebraska
3,Wolbach,Nebraska
0,Heartwell,Nebraska
4,Lisco,Nebraska
0,Wisner,Nebraska
2,Hayes Center,Nebraska
0,Maywood,Nebraska
0,Memphis,Nebraska
0,Lorton,Nebraska
8,Naponee,Nebraska
0,McGrew,Nebraska
2,Riverton,Nebraska
0,Beemer,Nebraska
0,Gothenburg,Nebraska
11,Nenzel,Nebraska
0,Beatrice,Nebraska
0,Weston,Nebraska
2,Berea,Nebraska
0,Salem,Nebraska
8,Benkelman,Nebraska
0,Dawson,Nebraska
0,Palmyra,Nebraska
0,Du Bois,Nebraska
2,Ravenna,Nebraska
0,Randolph,Nebraska
7,Oak,Nebraska
0,Kenesaw,Nebraska
0,Gilead,Nebraska
0,Verdigre,Nebraska
0,Valparaiso,Nebraska
1,Axtell,Nebraska
0,Burchard,Nebraska
0,Johnson,Nebraska
0,Bellevue,Nebraska
1,Overton,Nebraska
0,Garland,Nebraska
0,Walton,Nebraska
2,Ashton,Nebraska
0,Hoskins,Nebraska
0,Belden,Nebraska
10,Verdel,Nebraska
0,Hadar,Nebraska
6,Elsie,Nebraska
0,Jansen,Nebraska
0,De Witt,Nebraska
1045,Trenton,Tennessee
399,Beersheba Springs,Tennessee
1405,Oliver Springs,Tennessee
428,Paris,Tennessee
1433,Walterhill,Tennessee
407,Stanton,Tennessee
1039,Forest Hills,Tennessee
187,McMinnville,Tennessee
9,Berry Hill,Tennessee
997,White Pine,Tennessee
377,Sneedville,Tennessee
11,Oak Ridge,Tennessee
179,Brownsville,Tennessee
213,Hornsby,Tennessee
1338,Soddy-Daisy,Tennessee
618,Niota,Tennessee
676,Gallatin,Tennessee
169,Robbins,Tennessee
85,Luttrell,Tennessee
132,Rockford,Tennessee
31,Powells Crossroads,Tennessee
62,Henry,Tennessee
303,Hohenwald,Tennessee
0,Louisville,Tennessee
842,Surgoinsville,Tennessee
450,Hillsboro,Tennessee
475,La Follette,Tennessee
271,Medon,Tennessee
1425,Piperton,Tennessee
575,Bluff City,Tennessee
857,South Carthage,Tennessee
4,Viola,Tennessee
752,Dickson,Tennessee
13,Newport,Tennessee
0,Bells,Tennessee
0,Milan,Tennessee
11,Mason,Tennessee
465,Decatur,Tennessee
242,Sewanee,Tennessee
2,Riceville,Tennessee
2,Baneberry,Tennessee
269,Harrogate,Tennessee
432,Ethridge,Tennessee
3,Mowbray Mountain,Tennessee
453,Kenton,Tennessee
65,Greenbrier,Tennessee
112,Grand Junction,Tennessee
151,Huntingdon,Tennessee
0,Kingsport,Tennessee
2,Tracy City,Tennessee
4,Morristown,Tennessee
1,Greenback,Tennessee
1,Bradford,Tennessee
2,Decherd,Tennessee
337,Dover,Tennessee
1,Hendersonville,Tennessee
26,Liberty,Tennessee
47,Tusculum,Tennessee
745,Burlison,Tennessee
53,Lexington,Tennessee
2,Sale Creek,Tennessee
3,Finger,Tennessee
88,Winfield,Tennessee
767,Vanleer,Tennessee
1,Red Bank,Tennessee
336,Normandy,Tennessee
1,Maury City,Tennessee
1259,Ardmore,Tennessee
16,Yorkville,Tennessee
463,Clarksville,Tennessee
3,Atoka,Tennessee
0,Maryville,Tennessee
417,Dandridge,Tennessee
0,Mosheim,Tennessee
0,Green Hill,Tennessee
304,Bowman,Tennessee
50,Spencer,Tennessee
12,Somerville,Tennessee
1,Graysville,Tennessee
0,Burns,Tennessee
2,Altamont,Tennessee
2,Oakdale,Tennessee
402,Graball,Tennessee
0,Alamo,Tennessee
2,Plainview,Tennessee
2,South Cleveland,Tennessee
6,Harriman,Tennessee
1,Etowah,Tennessee
3,Sevierville,Tennessee
158,Hornbeak,Tennessee
0,Bulls Gap,Tennessee
0,Rural Hill,Tennessee
55,Halls,Tennessee
10,Wildwood Lake,Tennessee
0,Eagleton Village,Tennessee
0,Garland,Tennessee
1,Ridgeside,Tennessee
1,McLemoresville,Tennessee
0,Tellico Village,Tennessee
0,Pittman Center,Tennessee
0,Petersburg,Tennessee
2,Monteagle,Tennessee
0,New Market,Tennessee
95,Lobelville,Tennessee
0,Charleston,Tennessee
0,Signal Mountain,Tennessee
0,Telford,Tennessee
0,Caryville,Tennessee
0,Norris,Tennessee
2,Walnut Grove,Tennessee
74,Westmoreland,Tennessee
46,Waynesboro,Tennessee
5,Franklin,Tennessee
1,Centertown,Tennessee
0,Fairmount,Tennessee
8,Bethpage,Tennessee
583,Cookeville,Tennessee
22,Big Sandy,Tennessee
0,Cottontown,Tennessee
0,Athens,Tennessee
0,Fairfield,Tennessee
1,Coalmont,Tennessee
0,Mooresburg,Tennessee
0,Mascot,Tennessee
1,Rutherford,Tennessee
0,Smyrna,Tennessee
0,Bean Station,Tennessee
0,Shackle Island,Tennessee
0,Springfield,Tennessee
2,Pigeon Forge,Tennessee
0,Spurgeon,Tennessee
299,Guys,Tennessee
899,Spring Hill,Tennessee
0,Millersville,Tennessee
1,Gainesboro,Tennessee
5,Cross Plains,Tennessee
0,Shelbyville,Tennessee
2,Watauga,Tennessee
0,Middle Valley,Tennessee
0,Jackson,Tennessee
0,Church Hill,Tennessee
0,Huntland,Tennessee
17,Tiptonville,Tennessee
0,Alcoa,Tennessee
111,Livingston,Tennessee
479,Loretto,Tennessee
1,Gallaway,Tennessee
2,Cottage Grove,Tennessee
1,Seymour,Tennessee
2,Moscow,Tennessee
0,Midtown,Tennessee
2,Walnut Hill,Tennessee
2,Orlinda,Tennessee
2,Gleason,Tennessee
70,Scotts Hill,Tennessee
0,Coalfield,Tennessee
0,Wildwood,Tennessee
0,Banner Hill,Tennessee
2,Ridgely,Tennessee
3,New Tazewell,Tennessee
1,Troy,Tennessee
2,Williston,Tennessee
0,Murfreesboro,Tennessee
2,Woodbury,Tennessee
0,Fairview,Tennessee
2,Red Boiling Springs,Tennessee
3,Woodland Mills,Tennessee
2,Trezevant,Tennessee
0,Braden,Tennessee
1,Tullahoma,Tennessee
1,Knoxville,Tennessee
35,Clarkrange,Tennessee
1,Pelham,Tennessee
0,Walden,Tennessee
2,Eastview,Tennessee
35,Crump,Tennessee
0,Falling Water,Tennessee
0,Elgin,Tennessee
21,Sweetwater,Tennessee
3,Hickory Valley,Tennessee
1,Smithville,Tennessee
7,Centerville,Tennessee
0,Puryear,Tennessee
0,Three Way,Tennessee
0,Ooltewah,Tennessee
0,Jacksboro,Tennessee
0,Nolensville,Tennessee
1,Gates,Tennessee
0,Slayden,Tennessee
0,Jefferson City,Tennessee
17,Michie,Tennessee
0,Harrison,Tennessee
2,Milledgeville,Tennessee
1,Palmer,Tennessee
1,Dyersburg,Tennessee
3,Tellico Plains,Tennessee
0,Englewood,Tennessee
1,Adams,Tennessee
0,Cedar Hill,Tennessee
0,Lebanon,Tennessee
0,Fincastle,Tennessee
1,Dresden,Tennessee
3,Brighton,Tennessee
0,Central,Tennessee
5,Jasper,Tennessee
1,Henning,Tennessee
1,Morrison,Tennessee
0,Coopertown,Tennessee
0,Wartburg,Tennessee
0,Andersonville,Tennessee
0,Ridgetop,Tennessee
0,Fayetteville,Tennessee
2,Parsons,Tennessee
1,Dyer,Tennessee
71,Byrdstown,Tennessee
0,Gordonsville,Tennessee
0,Goodlettsville,Tennessee
2,Ramer,Tennessee
1,Waverly,Tennessee
0,Greeneville,Tennessee
0,South Pittsburg,Tennessee
0,Elizabethton,Tennessee
4,Lyles,Tennessee
0,Gatlinburg,Tennessee
0,Pine Crest,Tennessee
6,McKenzie,Tennessee
0,Walland,Tennessee
0,Alexandria,Tennessee
0,Algood,Tennessee
1,Blountville,Tennessee
1,Selmer,Tennessee
1,Bethel Springs,Tennessee
4,Linden,Tennessee
0,Henderson,Tennessee
27,Celina,Tennessee
0,Johnson City,Tennessee
1,Vonore,Tennessee
2,Cumberland City,Tennessee
7,Bruceton,Tennessee
0,Hunter,Tennessee
265,Iron City,Tennessee
0,Unicoi,Tennessee
0,Friendship,Tennessee
5,Portland,Tennessee
1,Cornersville,Tennessee
0,Jonesborough,Tennessee
0,Humboldt,Tennessee
1,Mount Pleasant,Tennessee
1,Benton,Tennessee
11,Crossville,Tennessee
259,Arlington,Tennessee
1,Gilt Edge,Tennessee
0,Loudon,Tennessee
1,Saltillo,Tennessee
2,Samburg,Tennessee
0,Chattanooga,Tennessee
1,Hollow Rock,Tennessee
0,Charlotte,Tennessee
2,Oneida,Tennessee
1,Minor Hill,Tennessee
1,Dayton,Tennessee
1,Gadsden,Tennessee
0,Eagleville,Tennessee
0,Lewisburg,Tennessee
1,Orme,Tennessee
0,Savannah,Tennessee
1,Cowan,Tennessee
1,Flintville,Tennessee
0,Rives,Tennessee
0,Toone,Tennessee
0,Nashville,Tennessee
1,Lenoir City,Tennessee
1,Sardis,Tennessee
3,Eva,Tennessee
0,Elkton,Tennessee
0,Bolivar,Tennessee
0,Parrottsville,Tennessee
0,Whiteville,Tennessee
0,Bell Buckle,Tennessee
0,Auburntown,Tennessee
0,Newbern,Tennessee
0,Fall Branch,Tennessee
0,Tazewell,Tennessee
0,Bartlett,Tennessee
0,Belle Meade,Tennessee
1,Sparta,Tennessee
2,Clarksburg,Tennessee
1,Lynnville,Tennessee
4,Adamsville,Tennessee
1,Thompson's Station,Tennessee
0,Ashland City,Tennessee
131,South Fulton,Tennessee
0,Mount Carmel,Tennessee
2,Fairfield Glade,Tennessee
1,Estill Springs,Tennessee
0,Rogersville,Tennessee
0,Whitwell,Tennessee
0,Clinton,Tennessee
1,Greenfield,Tennessee
28,Middleton,Tennessee
0,Farragut,Tennessee
3,La Grange,Tennessee
0,Wartrace,Tennessee
33,New Johnsonville,Tennessee
2,Castalian Springs,Tennessee
0,Medina,Tennessee
0,Collierville,Tennessee
0,Watertown,Tennessee
13,Lafayette,Tennessee
0,Monterey,Tennessee
0,Dunlap,Tennessee
0,Gruetli-Laager,Tennessee
0,Oak Grove,Tennessee
2,Obion,Tennessee
0,New Deal,Tennessee
0,Bloomingdale,Tennessee
0,Carthage,Tennessee
0,Decaturville,Tennessee
0,East Ridge,Tennessee
1,Covington,Tennessee
0,Maynardville,Tennessee
101,Sunbright,Tennessee
0,Chapel Hill,Tennessee
2,Erwin,Tennessee
137,Jellico,Tennessee
1,Blaine,Tennessee
0,La Vergne,Tennessee
0,Oak Hill,Tennessee
0,Lakesite,Tennessee
5,Tennessee Ridge,Tennessee
2,Rutledge,Tennessee
2,Crab Orchard,Tennessee
0,Apison,Tennessee
1,Union City,Tennessee
0,Silerton,Tennessee
0,East Cleveland,Tennessee
0,Wrigley,Tennessee
0,Friendsville,Tennessee
0,Stantonville,Tennessee
1,Baxter,Tennessee
1,Trimble,Tennessee
0,Colonial Heights,Tennessee
4,Jamestown,Tennessee
0,Pleasant View,Tennessee
1,McEwen,Tennessee
1,Lake Tansi,Tennessee
0,Lynchburg,Tennessee
260,Ducktown,Tennessee
0,Cumberland Gap,Tennessee
0,Philadelphia,Tennessee
1,Sharon,Tennessee
38,Park City,Tennessee
0,New Hope,Tennessee
0,Mountain City,Tennessee
0,Pulaski,Tennessee
1,Pleasant Hill,Tennessee
1,Petros,Tennessee
0,Germantown,Tennessee
780,Mitchellville,Tennessee
0,Atwood,Tennessee
1,Enville,Tennessee
0,Manchester,Tennessee
1,Summertown,Tennessee
0,Rossville,Tennessee
1,Bon Aqua Junction,Tennessee
0,Gray,Tennessee
1,Ripley,Tennessee
1,Darden,Tennessee
0,Gibson,Tennessee
0,Unionville,Tennessee
0,Madisonville,Tennessee
5,Spring City,Tennessee
0,Calhoun,Tennessee
0,Collegedale,Tennessee
0,Brentwood,Tennessee
1,Grimsley,Tennessee
1,White Bluff,Tennessee
0,Hopewell,Tennessee
0,Bristol,Tennessee
52,Pikeville,Tennessee
0,White House,Tennessee
1,Lawrenceburg,Tennessee
0,Oakland,Tennessee
0,Huntsville,Tennessee
0,Kingston Springs,Tennessee
0,Kimball,Tennessee
0,Helenwood,Tennessee
0,Dowelltown,Tennessee
0,Baileyton,Tennessee
2,Collinwood,Tennessee
6,Rockwood,Tennessee
2,Columbia,Tennessee
3,Allardt,Tennessee
0,Mount Juliet,Tennessee
0,Saulsbury,Tennessee
3,St. Joseph,Tennessee
1,Winchester,Tennessee
1,Doyle,Tennessee
0,Lookout Mountain,Tennessee
3,Martin,Tennessee
0,Hartsville,Tennessee
1,Munford,Tennessee
0,Cleveland,Tennessee
6,Clifton,Tennessee
1,Millington,Tennessee
1,Camden,Tennessee
0,Rockvale,Tennessee
0,Townsend,Tennessee
7,Memphis,Tennessee
0,Bransford,Tennessee
0,Pegram,Tennessee
0,Lakeland,Tennessee
0,Kingston,Tennessee
0,Erin,Tennessee
53,Copperhill,Tennessee
0,Christiana,Tennessee
0,Roan Mountain,Tennessee
997,Port Jervis,New York
1417,Brewster Hill,New York
1119,Sodus,New York
1052,Roslyn,New York
1207,Washington Mills,New York
1060,Wellsburg,New York
1181,Palenville,New York
671,Newburgh,New York
1095,Aurora,New York
9,Inwood,New York
1115,Plattsburgh,New York
1408,Sanborn,New York
399,Almond,New York
223,Tupper Lake,New York
1123,North Sea,New York
33,Odessa,New York
824,Panama,New York
333,Liberty,New York
18,Hempstead,New York
786,Cold Spring Harbor,New York
32,Paul Smiths,New York
8,Niagara Falls,New York
508,Cherry Valley,New York
588,Ellisburg,New York
752,Terryville,New York
309,Dansville,New York
1121,Chenango Bridge,New York
15,Hillside Lake,New York
6,Mamaroneck,New York
276,St. Regis Falls,New York
13,Brightwaters,New York
3,North Hills,New York
17,Clarence Center,New York
699,Kaser,New York
1353,Brockport,New York
0,Wesley Hills,New York
277,Painted Post,New York
174,Norwood,New York
623,South Hill,New York
4,Carle Place,New York
283,Felts Mills,New York
2,Scotchtown,New York
46,Livonia,New York
3,Brookville,New York
3,Moriches,New York
15,Lakewood,New York
1405,Colonie,New York
1,Grandyle Village,New York
1201,Granville,New York
435,Greenport West,New York
4,Saltaire,New York
2,Scottsburg,New York
6,South Huntington,New York
530,Portville,New York
1,Haverstraw,New York
1,Town Line,New York
1,Retsof,New York
0,Salisbury Mills,New York
6,Hewlett,New York
281,Castleton-on-Hudson,New York
1,Port Washington North,New York
1,Upper Nyack,New York
3,Hammondsport,New York
5,Bronxville,New York
3,Patchogue,New York
1236,Syracuse,New York
0,Shoreham,New York
2,Pine Bush,New York
318,Fort Ann,New York
4,Bedford Hills,New York
11,Rhinecliff,New York
0,Manhasset,New York
10,Newport,New York
889,Angola,New York
580,New Berlin,New York
1,Le Roy,New York
3,Albany,New York
5,Amagansett,New York
0,Sagaponack,New York
77,Croghan,New York
4,Deer Park,New York
0,Fort Montgomery,New York
12,Honeoye Falls,New York
786,Hannibal,New York
2,Remsenburg-Speonk,New York
2,Old Westbury,New York
7,North Merrick,New York
10,Earlville,New York
0,Cragsmoor,New York
9,Plattsburgh West,New York
0,Centereach,New York
41,Harrisville,New York
4,Nedrow,New York
0,East Quogue,New York
3,Cape Vincent,New York
2,North Gates,New York
1,Saranac Lake,New York
3,Bemus Point,New York
418,Geneva,New York
0,Holtsville,New York
0,Water Mill,New York
0,Balmville,New York
1,Stony Brook,New York
0,Valatie,New York
0,Dannemora,New York
1,Dering Harbor,New York
0,Poland,New York
2,Great Neck,New York
1,Watkins Glen,New York
1,Livonia Center,New York
254,Cattaraugus,New York
0,Wurtsboro,New York
0,Clark Mills,New York
2,Lyon Mountain,New York
94,Morristown,New York
0,Port Jefferson Station,New York
3,Hammond,New York
4,Elmsford,New York
4,Schaghticoke,New York
0,Wanakah,New York
975,Mayfield,New York
212,Boonville,New York
0,Wappingers Falls,New York
1,Port Gibson,New York
14,East Nassau,New York
672,Montauk,New York
5,Bethpage,New York
0,Waddington,New York
1,Waterville,New York
0,Farmingville,New York
3,Islip Terrace,New York
1,Churchville,New York
0,Glen Park,New York
0,Mastic Beach,New York
3,Floral Park,New York
4,Greene,New York
4,Lindenhurst,New York
0,Peekskill,New York
0,Rhinebeck,New York
0,Cohoes,New York
2,Lincoln Park,New York
2,Lodi,New York
1,South Farmingdale,New York
0,Bridgehampton,New York
0,Lancaster,New York
0,Brewster,New York
5,Bellmore,New York
8,Whitehall,New York
1,Chappaqua,New York
2,Shortsville,New York
3,Montebello,New York
0,Accord,New York
0,North Babylon,New York
0,Camillus,New York
2,Vernon,New York
1,North Valley Stream,New York
0,Dryden,New York
5,Pelham Manor,New York
1,Moravia,New York
0,Yorkville,New York
0,Fort Salonga,New York
1,West Hempstead,New York
0,Saddle Rock,New York
2,Fair Haven,New York
2,Stillwater,New York
0,Myers Corner,New York
0,Smithville Flats,New York
207,Davenport Center,New York
9,Hillburn,New York
0,Cherry Creek,New York
0,Calcium,New York
0,Bloomingburg,New York
2,Levittown,New York
0,Scotts Corners,New York
0,Congers,New York
29,Mexico,New York
0,Oswego,New York
0,Elmira,New York
0,Carmel Hamlet,New York
463,Schuylerville,New York
0,Asharoken,New York
2,Parish,New York
0,Ilion,New York
0,Thousand Island Park,New York
2,Windsor,New York
154,Dunkirk,New York
0,Melrose Park,New York
0,Cayuga Heights,New York
0,Jamesport,New York
1,Spencer,New York
0,Ellenville,New York
0,Fort Drum,New York
0,Yorktown Heights,New York
0,Middletown,New York
0,Orient,New York
0,North Haven,New York
0,Montgomery,New York
4,Pulaski,New York
0,Greenwich,New York
14,Franklinville,New York
0,Elma Center,New York
0,St. James,New York
0,Yaphank,New York
0,Lake Mohegan,New York
0,Altamont,New York
248,Cortland,New York
0,Stony Brook University,New York
0,Oakdale,New York
1,Scarsdale,New York
2,Port Ewen,New York
23,Rouses Point,New York
0,Angola on the Lake,New York
2,Plainview,New York
649,Pine Valley,New York
0,Skaneateles,New York
1,Hunt,New York
0,University Gardens,New York
0,Wading River,New York
0,Harriman,New York
0,Titusville,New York
2,Central Square,New York
0,Setauket-East Setauket,New York
0,Northeast Ithaca,New York
617,Lyndonville,New York
694,Millerton,New York
0,Redwood,New York
0,Coram,New York
1,West Bay Shore,New York
0,Garden City South,New York
2,Lynbrook,New York
1,Bath,New York
0,Plandome,New York
1,Salisbury,New York
7,Amsterdam,New York
0,Valley Falls,New York
20,Bolton Landing,New York
0,Fort Johnson,New York
1,East Randolph,New York
0,Nesconset,New York
0,Eatons Neck,New York
1,Olean,New York
3,Roslyn Heights,New York
0,Pelham,New York
2,Bay Park,New York
0,West Point,New York
14,Chestertown,New York
0,Zena,New York
0,Blue Point,New York
0,Fishers Landing,New York
0,West Hurley,New York
0,Pawling,New York
0,Horseheads North,New York
0,Coopers Plains,New York
18,Walton,New York
0,Redford,New York
0,Washington Heights,New York
0,Tivoli,New York
0,Endwell,New York
0,East Syracuse,New York
0,North Great River,New York
0,Lake Carmel,New York
0,Copiague,New York
0,Sackets Harbor,New York
1,West Glens Falls,New York
3,Locust Valley,New York
0,Haviland,New York
31,South Fallsburg,New York
16,Old Forge,New York
0,Great River,New York
0,Falconer,New York
1,Ardsley,New York
1,Oriskany,New York
5,Glen Cove,New York
0,Old Field,New York
1,Saugerties,New York
0,Corinth,New York
0,Dix Hills,New York
16,Keuka Park,New York
2,Stamford,New York
1,East Williston,New York
6,Long Beach,New York
0,Antwerp,New York
4,Elmont,New York
1,Rome,New York
0,Center Moriches,New York
7,Wolcott,New York
0,Saddle Rock Estates,New York
0,East Northport,New York
1,East Hampton North,New York
0,Niverville,New York
0,Herkimer,New York
0,Franklin,New York
4,Seaford,New York
0,Fairmount,New York
0,Lowville,New York
0,Peach Lake,New York
1,Jamestown West,New York
0,Munsons Corners,New York
0,Athens,New York
0,Clintondale,New York
2,DeRuyter,New York
0,Dover Plains,New York
0,Mill Neck,New York
0,Remsen,New York
1,Seneca Knolls,New York
0,Greenport,New York
0,Glens Falls,New York
1,Ballston Spa,New York
3,Lyons Falls,New York
0,Van Etten,New York
2,Roscoe,New York
1,Hewlett Neck,New York
0,Richville,New York
3,Webster,New York
0,Fulton,New York
0,Smyrna,New York
0,Blodgett Mills,New York
2,Sandy Creek,New York
2,Ossining,New York
1,Sloan,New York
0,Thomaston,New York
2,Laurel Hollow,New York
0,East Shoreham,New York
0,Liverpool,New York
0,Wadsworth,New York
0,Hemlock,New York
0,Crown Heights,New York
2,Nunda,New York
5,Deposit,New York
0,Vails Gate,New York
0,Red Oaks Mill,New York
3,North Amityville,New York
0,North Collins,New York
0,West Haverstraw,New York
3,Baldwin Harbor,New York
1,Meridian,New York
0,East Glenville,New York
0,Akron,New York
13,Hancock,New York
3,Sherburne,New York
24,North Creek,New York
0,Hauppauge,New York
1,Barnum Island,New York
1,Fairport,New York
0,Claverack-Red Mills,New York
0,Depauville,New York
1,Fleischmanns,New York
1,New Suffolk,New York
0,Plainedge,New York
0,Flower Hill,New York
0,Eastport,New York
235,Castile,New York
0,Cutchogue,New York
0,Pierrepont Manor,New York
3,Altmar,New York
1,Sparkill,New York
1,Canajoharie,New York
7,Au Sable Forks,New York
12,Wampsville,New York
0,Piffard,New York
0,Arkport,New York
0,Three Mile Bay,New York
0,Middle Island,New York
0,Valhalla,New York
7,Fillmore,New York
0,Savona,New York
1,Alfred,New York
1,Glens Falls North,New York
0,Corning,New York
0,Shirley,New York
74,Schroon Lake,New York
4,Youngstown,New York
334,Mineville,New York
0,Brinckerhoff,New York
1,Spring Valley,New York
0,Kenmore,New York
0,Theresa,New York
2,Wellsville,New York
0,Dobbs Ferry,New York
1,Elbridge,New York
0,Marathon,New York
0,Warsaw,New York
0,Garden City Park,New York
0,Clifton Springs,New York
